Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.inbox.downstream.table-downstream-single.all-duplicate.metrics-off,302728000204,35562424656,363123100,1744606,111149056
All.inbox.downstream.delegated-single.all-duplicate.metrics-off,58892000254,29355099262,24099680,666123,111149056
