Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.inbox.downstream.table-downstream-single.fresh.metrics-off,1915458000075,1682444380116,400455883,10715855,111149056
All.inbox.downstream.delegated-single.fresh.metrics-off,3572698999909,1694420759402,197277809,7246681,111149056
