Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.inbox.downstream.table-downstream-single.fresh.metrics-off,2371491000012,2454862756274,400434163,9610945,111149056
All.inbox.downstream.delegated-single.fresh.metrics-off,3628062999960,1233061798278,197649171,7303308,111149056
