Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.inbox.downstream.table-downstream-batch-100.fresh.metrics-off,1930142399998,2116640480102,364667976,10468360,111149056
All.inbox.downstream.delegated-batch-100.fresh.metrics-off,3982682600037,1650364853682,194469734,9127288,111149056
