Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.inbox.downstream.table-downstream-single.fresh.metrics-off,1814689200128,1670613790916,400437583,9537776,111149056
All.inbox.downstream.delegated-single.fresh.metrics-off,3518338800230,1653909468926,197152518,7244259,111149056
