Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.inbox.downstream.table-downstream-single.all-duplicate.metrics-off,312499000115,27534941474,363116911,1754440,111149056
All.inbox.downstream.delegated-single.all-duplicate.metrics-off,59598799973,28104690852,24114305,666686,111149056
