Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.inbox.downstream.table-downstream-batch-1000.fresh.metrics-off,1696561400114,1419854866758,363346184,10226459,111149056
All.inbox.downstream.delegated-batch-1000.fresh.metrics-off,1510582999960,223799100110,192486489,10260505,111149056
